name,title,source_table_name,dest_table_name,stage,start_line,end_line,header_lines,description,reftype,ref,state
api,API Root Url,,,0,,,,,ref,http://services.healthindicators.gov/v5/REST.svc/,synced
indicator_1171,,indicator,indicator,2,,,,Folic acid intake: reproductive-aged women,generator,GenerateIndicator;1171,synced
indicator_1172,,indicator,indicator,2,,,,Blood folate concentration: reproductive-aged women,generator,GenerateIndicator;1172,synced
indicator_1173,,indicator,indicator,2,,,,Newborn screening verification: states,generator,GenerateIndicator;1173,synced
indicator_1174,,indicator,indicator,2,,,,Follow-up to newborn screening,generator,GenerateIndicator;1174,synced
indicator_1179,,indicator,indicator,2,,,,"Multivitamins/folic acid use, preconception",generator,GenerateIndicator;1179,synced
indicator_118,,indicator,indicator,2,,,,Pneumococcal vaccination: adults 65+ (percent) (Source: BRFSS),generator,GenerateIndicator;118,synced
indicator_1180,,indicator,indicator,2,,,,"Smoking abstinence, preconception",generator,GenerateIndicator;1180,synced
indicator_1181,,indicator,indicator,2,,,,"Alcohol abstinence, preconception",generator,GenerateIndicator;1181,synced
indicator_1182,,indicator,indicator,2,,,,Healthy weight prior to pregnancy,generator,GenerateIndicator;1182,synced
indicator_1184,,indicator,indicator,2,,,,Worksite lactation support programs,generator,GenerateIndicator;1184,synced
indicator_1185,,indicator,indicator,2,,,,Formula supplementation: breastfed newborns,generator,GenerateIndicator;1185,synced
indicator_1186,,indicator,indicator,2,,,,Lactation care in birthing facilities,generator,GenerateIndicator;1186,synced
indicator_1187,,indicator,indicator,2,,,,Deaths: infants with Down syndrome,generator,GenerateIndicator;1187,synced
indicator_1188,,indicator,indicator,2,,,,Autism spectrum disorder screening,generator,GenerateIndicator;1188,synced
indicator_1189,,indicator,indicator,2,,,,Timely evaluation: children with Autism spectrum disorder,generator,GenerateIndicator;1189,synced
indicator_119,,indicator,indicator,2,,,,Flu vaccination: adults 65+ (percent) (Source: BRFSS),generator,GenerateIndicator;119,synced
indicator_1190,,indicator,indicator,2,,,,Special services: children with Autism spectrum disorders,generator,GenerateIndicator;1190,synced
indicator_1193,,indicator,indicator,2,,,,Impaired fecundity: women 18-44 years,generator,GenerateIndicator;1193,synced
indicator_1195,,indicator,indicator,2,,,,Very low birth weight infants born at level III hospitals,generator,GenerateIndicator;1195,synced
indicator_1196,,indicator,indicator,2,,,,Hospitals reporting adverse drug events,generator,GenerateIndicator;1196,synced
indicator_120,,indicator,indicator,2,,,,No exercise: adults (percent) (Source: BRFSS),generator,GenerateIndicator;120,synced
indicator_1202,,indicator,indicator,2,,,,Safe and effective medical products: predictive biomarkers,generator,GenerateIndicator;1202,synced
indicator_1203,,indicator,indicator,2,,,,Overdose ED visits for oral anticoagulants,generator,GenerateIndicator;1203,synced
indicator_1204,,indicator,indicator,2,,,,Overdose ED visits for injectable antidiabetic agents,generator,GenerateIndicator;1204,synced
indicator_1205,,indicator,indicator,2,,,,Overdose ED visits for narrow-therapeutic-index medications,generator,GenerateIndicator;1205,synced
indicator_1206,,indicator,indicator,2,,,,Overdose ED visits: children <5 years,generator,GenerateIndicator;1206,synced
indicator_1207,,indicator,indicator,2,,,,Healthy weight: adults,generator,GenerateIndicator;1207,synced
indicator_1208,,indicator,indicator,2,,,,Obesity: adults,generator,GenerateIndicator;1208,synced
indicator_1209,,indicator,indicator,2,,,,Iron deficiency: children 1-2 years,generator,GenerateIndicator;1209,synced
indicator_121,,indicator,indicator,2,,,,Few fruits/vegetables: adults (percent),generator,GenerateIndicator;121,synced
indicator_1210,,indicator,indicator,2,,,,Iron deficiency: children 3-4 years,generator,GenerateIndicator;1210,synced
indicator_1211,,indicator,indicator,2,,,,Iron deficiency: females of childbearing age,generator,GenerateIndicator;1211,synced
indicator_1212,,indicator,indicator,2,,,,Iron deficiency: pregnant females,generator,GenerateIndicator;1212,synced
indicator_1213,,indicator,indicator,2,,,,Obesity: children 2-5 years,generator,GenerateIndicator;1213,synced
indicator_1214,,indicator,indicator,2,1,36,0,Obesity: children 6-11 years,generator,GenerateIndicator;1214,synced
indicator_1215,,indicator,indicator,2,,,,Obesity: teens 12-19 years,generator,GenerateIndicator;1215,synced
indicator_1216,,indicator,indicator,2,,,,Obesity: children 2-19 years,generator,GenerateIndicator;1216,synced
indicator_1217,,indicator,indicator,2,,,,Fruit consumption,generator,GenerateIndicator;1217,synced
indicator_1218,,indicator,indicator,2,,,,Vegetable consumption,generator,GenerateIndicator;1218,synced
indicator_1219,,indicator,indicator,2,,,,Vegetable consumption,generator,GenerateIndicator;1219,synced
indicator_1220,,indicator,indicator,2,,,,Whole grain consumption,generator,GenerateIndicator;1220,synced
indicator_1221,,indicator,indicator,2,,,,Saturated fat consumption,generator,GenerateIndicator;1221,synced
indicator_1222,,indicator,indicator,2,,,,Sodium consumption,generator,GenerateIndicator;1222,synced
indicator_1223,,indicator,indicator,2,,,,Calcium consumption,generator,GenerateIndicator;1223,synced
indicator_1225,,indicator,indicator,2,,,,"Nutrition counseling: patients with CVD, diabetes, or hyperlipidemia",generator,GenerateIndicator;1225,synced
indicator_1226,,indicator,indicator,2,,,,"Weight loss, nutrition or physical activity counseling: obese patients",generator,GenerateIndicator;1226,synced
indicator_1227,,indicator,indicator,2,,,,Nutrition counseling at physician visits,generator,GenerateIndicator;1227,synced
indicator_1228,,indicator,indicator,2,,,,Food insecurity: households with children,generator,GenerateIndicator;1228,synced
indicator_123,,indicator,indicator,2,,,,High blood pressure: adults 18+ (percent) (Source: BRFSS),generator,GenerateIndicator;123,synced
indicator_1234,,indicator,indicator,2,,,,Body mass index assessment of adults by physicians,generator,GenerateIndicator;1234,synced
indicator_1235,,indicator,indicator,2,,,,Body mass index assessment of children by physicians,generator,GenerateIndicator;1235,synced
indicator_1236,,indicator,indicator,2,,,,Solid fat consumption,generator,GenerateIndicator;1236,synced
indicator_1237,,indicator,indicator,2,,,,Added sugar consumption,generator,GenerateIndicator;1237,synced
indicator_1238,,indicator,indicator,2,,,,Solid fat and added sugar consumption,generator,GenerateIndicator;1238,synced
indicator_1239,,indicator,indicator,2,,,,Incentive policies for food retail: states,generator,GenerateIndicator;1239,synced
indicator_1240,,indicator,indicator,2,,,,Nutrition standards for child care: states,generator,GenerateIndicator;1240,synced
indicator_1243,,indicator,indicator,2,,,,Food insecurity: households,generator,GenerateIndicator;1243,synced
indicator_1245,,indicator,indicator,2,,,,Functional limitations: older adults,generator,GenerateIndicator;1245,synced
indicator_1249,,indicator,indicator,2,,,,Pressure ulcer-related hospitalizations: older adults,generator,GenerateIndicator;1249,synced
indicator_125,,indicator,indicator,2,,,,Diabetes: adults (percent),generator,GenerateIndicator;125,synced
indicator_1250,,indicator,indicator,2,,,,Geriatric physicians,generator,GenerateIndicator;1250,synced
indicator_1251,,indicator,indicator,2,,,,Geriatric psychiatrists,generator,GenerateIndicator;1251,synced
indicator_1252,,indicator,indicator,2,,,,Geriatric nurses,generator,GenerateIndicator;1252,synced
indicator_1253,,indicator,indicator,2,,,,Geriatric dentists,generator,GenerateIndicator;1253,synced
indicator_1254,,indicator,indicator,2,,,,Geriatric physical therapists,generator,GenerateIndicator;1254,synced
indicator_1255,,indicator,indicator,2,,,,Geriatric dieticians,generator,GenerateIndicator;1255,synced
indicator_1256,,indicator,indicator,2,,,,"Elder abuse, neglect, and exploitation information: States",generator,GenerateIndicator;1256,synced
indicator_1258,,indicator,indicator,2,,,,Leisure-time physical activity: older adults,generator,GenerateIndicator;1258,synced
indicator_1259,,indicator,indicator,2,,,,Fall ED visits: older adults,generator,GenerateIndicator;1259,synced
indicator_1260,,indicator,indicator,2,,,,Welcome to Medicare benefit use,generator,GenerateIndicator;1260,synced
indicator_1261,,indicator,indicator,2,,,,Clinical preventive measure use: males 65+ years,generator,GenerateIndicator;1261,synced
indicator_1262,,indicator,indicator,2,,,,Clinical preventive measure use: females 65+ years,generator,GenerateIndicator;1262,synced
indicator_1263,,indicator,indicator,2,,,,Diabetes management benefit use: diabetic older adults,generator,GenerateIndicator;1263,synced
indicator_1264,,indicator,indicator,2,,,,Oral and pharyngeal cancer early detection,generator,GenerateIndicator;1264,synced
indicator_1265,,indicator,indicator,2,,,,Fluoridation of community water,generator,GenerateIndicator;1265,synced
indicator_1266,,indicator,indicator,2,,,,Oral health care system use,generator,GenerateIndicator;1266,synced
indicator_1267,,indicator,indicator,2,,,,Dental service use: low-income children,generator,GenerateIndicator;1267,synced
indicator_1268,,indicator,indicator,2,,,,Oral and craniofacial health surveillance: states,generator,GenerateIndicator;1268,synced
indicator_1269,,indicator,indicator,2,,,,Dental caries experience: children 3-5 years,generator,GenerateIndicator;1269,synced
indicator_1270,,indicator,indicator,2,,,,Dental caries experience: children 6-9 years,generator,GenerateIndicator;1270,synced
indicator_1271,,indicator,indicator,2,,,,Dental caries experience: teens 13-15 years,generator,GenerateIndicator;1271,synced
indicator_1272,,indicator,indicator,2,,,,"Dental decay, untreated: children 3-5 years",generator,GenerateIndicator;1272,synced
indicator_1273,,indicator,indicator,2,,,,"Dental decay, untreated: children 6-9 years",generator,GenerateIndicator;1273,synced
indicator_1274,,indicator,indicator,2,,,,"Dental decay, untreated: teens 13-15 years",generator,GenerateIndicator;1274,synced
indicator_1275,,indicator,indicator,2,,,,"Dental decay, untreated: adults 35-44 years",generator,GenerateIndicator;1275,synced
indicator_1276,,indicator,indicator,2,,,,"Dental decay, untreated: adults 65-74 years",generator,GenerateIndicator;1276,synced
indicator_1277,,indicator,indicator,2,,,,"Dental decay, untreated: adults 75+ years",generator,GenerateIndicator;1277,synced
indicator_1278,,indicator,indicator,2,,,,"Tooth loss, any permanent: adults 45-64 years",generator,GenerateIndicator;1278,synced
indicator_1279,,indicator,indicator,2,,,,"Tooth loss, all permanent: adults 65-74 years",generator,GenerateIndicator;1279,synced
indicator_1280,,indicator,indicator,2,,,,Periodontal disease: adults 45-74 years,generator,GenerateIndicator;1280,synced
indicator_1281,,indicator,indicator,2,,,,Dental sealants: children 3-5 years,generator,GenerateIndicator;1281,synced
indicator_1282,,indicator,indicator,2,,,,Dental sealants: children 6-9 years,generator,GenerateIndicator;1282,synced
indicator_1283,,indicator,indicator,2,,,,Dental sealants: teens 13-15 years,generator,GenerateIndicator;1283,synced
indicator_1284,,indicator,indicator,2,,,,Dental sealant programs: school-based health centers,generator,GenerateIndicator;1284,synced
indicator_1285,,indicator,indicator,2,,,,Dental care programs: school-based health centers,generator,GenerateIndicator;1285,synced
indicator_1286,,indicator,indicator,2,,,,Fluoride programs: school-based health centers,generator,GenerateIndicator;1286,synced
indicator_1287,,indicator,indicator,2,,,,Oral health program: Federally qualified health centers,generator,GenerateIndicator;1287,synced
indicator_1288,,indicator,indicator,2,,,,Oral health program: Local health departments,generator,GenerateIndicator;1288,synced
indicator_1291,,indicator,indicator,2,,,,Dental professional directing dental program: state & local agencies,generator,GenerateIndicator;1291,synced
indicator_1292,,indicator,indicator,2,,,,Dental professional directing dental program: IHS programs,generator,GenerateIndicator;1292,synced
indicator_1296,,indicator,indicator,2,,,,Oral health services receipt at health centers,generator,GenerateIndicator;1296,synced
indicator_1297,,indicator,indicator,2,,,,Overexertion or repetitive motion injuries/illness from work,generator,GenerateIndicator;1297,synced
indicator_1298,,indicator,indicator,2,,,,Pneumoconiosis deaths,generator,GenerateIndicator;1298,synced
indicator_1299,,indicator,indicator,2,,,,"Homicides, work-related",generator,GenerateIndicator;1299,synced
indicator_13,,indicator,indicator,2,,,,Cigarette smoking: adults (percent) (Source: BRFSS),generator,GenerateIndicator;13,synced
indicator_130,,indicator,indicator,2,,,,"Dentist rate (per 100,000)",generator,GenerateIndicator;130,synced
indicator_1300,,indicator,indicator,2,,,,"Lead, elevated level, work-related",generator,GenerateIndicator;1300,synced
indicator_1301,,indicator,indicator,2,,,,"Skin diseases or disorders, work-related",generator,GenerateIndicator;1301,synced
indicator_1302,,indicator,indicator,2,,,,"Hearing loss, noise-induced, work-related",generator,GenerateIndicator;1302,synced
indicator_1303,,indicator,indicator,2,,,,"Injury deaths, work-related, all industries",generator,GenerateIndicator;1303,synced
indicator_1304,,indicator,indicator,2,,,,"Injury deaths, work-related, mining",generator,GenerateIndicator;1304,synced
indicator_1305,,indicator,indicator,2,,,,"Injury deaths, work-related, construction",generator,GenerateIndicator;1305,synced
indicator_1306,,indicator,indicator,2,,,,"Injury deaths, work-related, transportation/warehousing: persons 16+ years",generator,GenerateIndicator;1306,synced
indicator_1307,,indicator,indicator,2,,,,"Injury deaths, work-related, farming/forestry/fishing/hunting",generator,GenerateIndicator;1307,synced
indicator_1308,,indicator,indicator,2,,,,"Injuries, non-fatal, work-related",generator,GenerateIndicator;1308,synced
indicator_1309,,indicator,indicator,2,,,,"Injuries, treated in ED, non-fatal, work-related",generator,GenerateIndicator;1309,synced
indicator_1310,,indicator,indicator,2,,,,"Injuries, treated in ED, non-fatal, work-related: teens",generator,GenerateIndicator;1310,synced
indicator_1311,,indicator,indicator,2,,,,"Assaults, work-related",generator,GenerateIndicator;1311,synced
indicator_1313,,indicator,indicator,2,,,,Lack of leisure-time physical activity: adults,generator,GenerateIndicator;1313,synced
indicator_1314,,indicator,indicator,2,,,,Physical education required daily: elementary schools,generator,GenerateIndicator;1314,synced
indicator_1315,,indicator,indicator,2,,,,Physical education required daily: middle/junior high schools,generator,GenerateIndicator;1315,synced
indicator_1316,,indicator,indicator,2,,,,Physical education required daily: high schools,generator,GenerateIndicator;1316,synced
indicator_1317,,indicator,indicator,2,,,,"Physical education, daily at school: teens",generator,GenerateIndicator;1317,synced
indicator_1318,,indicator,indicator,2,,,,"School athletic facilities, public access",generator,GenerateIndicator;1318,synced
indicator_1319,,indicator,indicator,2,,,,Aerobic physical activity meeting guidelines: adults,generator,GenerateIndicator;1319,synced
indicator_1320,,indicator,indicator,2,,,,Aerobic physical activity meeting high  guidelines: adults,generator,GenerateIndicator;1320,synced
indicator_1321,,indicator,indicator,2,,,,Muscle-strengthening activity meeting guidelines: adults,generator,GenerateIndicator;1321,synced
indicator_1322,,indicator,indicator,2,,,,Aerobic physical and muscle-strengthening activity: adults,generator,GenerateIndicator;1322,synced
indicator_1326,,indicator,indicator,2,,,,Screen time: children 0-2 years,generator,GenerateIndicator;1326,synced
indicator_1327,,indicator,indicator,2,,,,Screen time: children 2-5 years,generator,GenerateIndicator;1327,synced
indicator_1328,,indicator,indicator,2,,,,Screen time: children 6-14 years,generator,GenerateIndicator;1328,synced
indicator_1329,,indicator,indicator,2,,,,Screen time: teens,generator,GenerateIndicator;1329,synced
indicator_1330,,indicator,indicator,2,,,,"Screen time, computer: children 2-5 years",generator,GenerateIndicator;1330,synced
indicator_1331,,indicator,indicator,2,,,,"Screen time, computer: children 6-14 years",generator,GenerateIndicator;1331,synced
indicator_1332,,indicator,indicator,2,,,,"Screen time, computer: teens",generator,GenerateIndicator;1332,synced
indicator_1338,,indicator,indicator,2,,,,"Recess, required in elementary school: States",generator,GenerateIndicator;1338,synced
indicator_1339,,indicator,indicator,2,,,,"Recess, required in elementary school: school districts",generator,GenerateIndicator;1339,synced
indicator_1340,,indicator,indicator,2,,,,Recess for 20+ min. in elementary school: school districts,generator,GenerateIndicator;1340,synced
indicator_1341,,indicator,indicator,2,,,,Physician physical activity counseling: adults with chronic conditions,generator,GenerateIndicator;1341,synced
indicator_1342,,indicator,indicator,2,,,,Physician physical activity counseling,generator,GenerateIndicator;1342,synced
indicator_1343,,indicator,indicator,2,,,,Physical activity policies for child care settings: States,generator,GenerateIndicator;1343,synced
indicator_1344,,indicator,indicator,2,,,,Physical activity intensity policies for child care settings: States,generator,GenerateIndicator;1344,synced
indicator_1345,,indicator,indicator,2,,,,Physical activity duration policies for child care settings: States,generator,GenerateIndicator;1345,synced
indicator_1349,,indicator,indicator,2,,,,Laboratories support disease prevention/control: States,generator,GenerateIndicator;1349,synced
indicator_1350,,indicator,indicator,2,,,,Laboratories support data management: States,generator,GenerateIndicator;1350,synced
indicator_1351,,indicator,indicator,2,,,,Laboratories support reference & specialized testing: States,generator,GenerateIndicator;1351,synced
indicator_1352,,indicator,indicator,2,,,,Laboratories support environmental health: States,generator,GenerateIndicator;1352,synced
indicator_1353,,indicator,indicator,2,,,,Laboratories support food safety: States,generator,GenerateIndicator;1353,synced
indicator_1354,,indicator,indicator,2,,,,Laboratories support lab improvement: States,generator,GenerateIndicator;1354,synced
indicator_1355,,indicator,indicator,2,,,,Laboratories support policy development: States,generator,GenerateIndicator;1355,synced
indicator_1356,,indicator,indicator,2,,,,Laboratories support emergency response: States,generator,GenerateIndicator;1356,synced
indicator_1357,,indicator,indicator,2,,,,Laboratories support health research: States,generator,GenerateIndicator;1357,synced
indicator_1358,,indicator,indicator,2,,,,Laboratories support training/education: States,generator,GenerateIndicator;1358,synced
indicator_1359,,indicator,indicator,2,,,,Laboratories support partnerships: States,generator,GenerateIndicator;1359,synced
indicator_1360,,indicator,indicator,2,,,,Formal training epidemiology: state epidemiologists,generator,GenerateIndicator;1360,synced
indicator_1362,,indicator,indicator,2,,,,Epidemiology services: State public health agencies,generator,GenerateIndicator;1362,synced
indicator_1365,,indicator,indicator,2,,,,National tracking of HP 2020 objectives: baseline data,generator,GenerateIndicator;1365,synced
indicator_1366,,indicator,indicator,2,,,,National tracking of HP 2020 objectives: two data points,generator,GenerateIndicator;1366,synced
indicator_1367,,indicator,indicator,2,,,,National tracking of HP 2020 objectives: data every three years,generator,GenerateIndicator;1367,synced
indicator_1372,,indicator,indicator,2,,,,Competencies for public health professionals: Local agencies,generator,GenerateIndicator;1372,synced
indicator_1373,,indicator,indicator,2,,,,Core Competencies in Public Health in curricula,generator,GenerateIndicator;1373,synced
indicator_1375,,indicator,indicator,2,,,,Public health system assessment: State public health systems,generator,GenerateIndicator;1375,synced
indicator_1376,,indicator,indicator,2,,,,Public health system assessment: Local public health systems,generator,GenerateIndicator;1376,synced
indicator_1382,,indicator,indicator,2,,,,"Certificates of birth, use of latest standard form: States",generator,GenerateIndicator;1382,synced
indicator_1383,,indicator,indicator,2,,,,"Certificates of death, use of latest standard form: States",generator,GenerateIndicator;1383,synced
indicator_1384,,indicator,indicator,2,,,,"Reports of fetal death, use of latest standard form: States",generator,GenerateIndicator;1384,synced
indicator_1385,,indicator,indicator,2,,,,Public health majors: 4-year colleges/universities,generator,GenerateIndicator;1385,synced
indicator_1386,,indicator,indicator,2,,,,Public health minors: 4-year colleges/universities,generator,GenerateIndicator;1386,synced
indicator_1388,,indicator,indicator,2,,,,Associate degrees in public health: 2-year colleges,generator,GenerateIndicator;1388,synced
indicator_1389,,indicator,indicator,2,,,,Certificate programs in public health: 2-year colleges,generator,GenerateIndicator;1389,synced
indicator_1394,,indicator,indicator,2,,,,Emergency personnel response time,generator,GenerateIndicator;1394,synced
indicator_1396,,indicator,indicator,2,,,,"Laboratory proficiency, chemical threat agents",generator,GenerateIndicator;1396,synced
indicator_1397,,indicator,indicator,2,,,,Improvement plan development: health emergencies/exercises,generator,GenerateIndicator;1397,synced
indicator_1398,,indicator,indicator,2,,,,Asthma hospitalizations: children <5 years,generator,GenerateIndicator;1398,synced
indicator_1399,,indicator,indicator,2,,,,Asthma hospitalizations: persons 5-64 years,generator,GenerateIndicator;1399,synced
indicator_1400,,indicator,indicator,2,,,,Asthma hospitalizations: older adults,generator,GenerateIndicator;1400,synced
indicator_1401,,indicator,indicator,2,,,,Asthma ED visits: children <5 years,generator,GenerateIndicator;1401,synced
indicator_1402,,indicator,indicator,2,,,,Asthma ED visits: persons 5-64 years,generator,GenerateIndicator;1402,synced
indicator_1403,,indicator,indicator,2,,,,Asthma ED visits: older adults,generator,GenerateIndicator;1403,synced
indicator_1404,,indicator,indicator,2,,,,Activity limitations: persons with asthma,generator,GenerateIndicator;1404,synced
indicator_1405,,indicator,indicator,2,,,,Activity limitations: adults 45+ years with COPD,generator,GenerateIndicator;1405,synced
indicator_1406,,indicator,indicator,2,,,,COPD deaths: adults 45+ years,generator,GenerateIndicator;1406,synced
indicator_1407,,indicator,indicator,2,,,,Asthma deaths: persons <35 years,generator,GenerateIndicator;1407,synced
indicator_1408,,indicator,indicator,2,,,,Asthma deaths: adults 35-64 years,generator,GenerateIndicator;1408,synced
indicator_1409,,indicator,indicator,2,,,,Asthma deaths: older adults,generator,GenerateIndicator;1409,synced
indicator_1410,,indicator,indicator,2,,,,Missed school days: children 5-17 with asthma,generator,GenerateIndicator;1410,synced
indicator_1411,,indicator,indicator,2,,,,Missed work days: adults 18-64 with asthma,generator,GenerateIndicator;1411,synced
indicator_1412,,indicator,indicator,2,,,,Asthma patient education receipt,generator,GenerateIndicator;1412,synced
indicator_1413,,indicator,indicator,2,,,,Asthma management plans receipt from health care provider,generator,GenerateIndicator;1413,synced
indicator_1414,,indicator,indicator,2,,,,"Asthma inhalers, receipt of instructions",generator,GenerateIndicator;1414,synced
indicator_1415,,indicator,indicator,2,,,,"Asthma signs/symptoms and responses, education receipt",generator,GenerateIndicator;1415,synced
indicator_1416,,indicator,indicator,2,,,,"Asthma medication regimen, appropriate",generator,GenerateIndicator;1416,synced
indicator_1417,,indicator,indicator,2,,,,"Asthma exposure risks, advise to reduce: persons with asthma",generator,GenerateIndicator;1417,synced
indicator_1420,,indicator,indicator,2,,,,Consultation received for work related asthma: adults,generator,GenerateIndicator;1420,synced
indicator_1421,,indicator,indicator,2,,,,Asthma surveillance systems: states,generator,GenerateIndicator;1421,synced
indicator_1422,,indicator,indicator,2,,,,COPD hospitalizations: adults 45+ years,generator,GenerateIndicator;1422,synced
indicator_1423,,indicator,indicator,2,,,,COPD ED visits: adults 45+ years,generator,GenerateIndicator;1423,synced
indicator_1425,,indicator,indicator,2,,,,Cirrhosis deaths,generator,GenerateIndicator;1425,synced
indicator_1426,,indicator,indicator,2,,,,Drug-induced deaths,generator,GenerateIndicator;1426,synced
indicator_1427,,indicator,indicator,2,,,,Riding with a driver who has been drinking: teens,generator,GenerateIndicator;1427,synced
indicator_1428,,indicator,indicator,2,,,,"Alcohol, never use: at risk teens",generator,GenerateIndicator;1428,synced
indicator_1429,,indicator,indicator,2,,,,"Marijuana, never use: at risk teens",generator,GenerateIndicator;1429,synced
indicator_1430,,indicator,indicator,2,,,,"Alcohol, never use: high school seniors",generator,GenerateIndicator;1430,synced
indicator_1431,,indicator,indicator,2,,,,"Illicit drugs, never use: high school seniors",generator,GenerateIndicator;1431,synced
indicator_1432,,indicator,indicator,2,,,,"Illicit drugs, recent use: teens",generator,GenerateIndicator;1432,synced
indicator_1433,,indicator,indicator,2,,,,"Marijuana, recent use: teens",generator,GenerateIndicator;1433,synced
indicator_1434,,indicator,indicator,2,,,,"Illicit drugs, recent use: adults",generator,GenerateIndicator;1434,synced
indicator_1435,,indicator,indicator,2,,,,Binge drinking: high school seniors,generator,GenerateIndicator;1435,synced
indicator_1436,,indicator,indicator,2,,,,Binge drinking: college students,generator,GenerateIndicator;1436,synced
indicator_1437,,indicator,indicator,2,,,,Binge drinking: adults,generator,GenerateIndicator;1437,synced
indicator_1438,,indicator,indicator,2,,,,Binge drinking: teens,generator,GenerateIndicator;1438,synced
indicator_1439,,indicator,indicator,2,,,,Alcohol sold,generator,GenerateIndicator;1439,synced
indicator_1440,,indicator,indicator,2,,,,Steroid use: 8th graders,generator,GenerateIndicator;1440,synced
indicator_1441,,indicator,indicator,2,,,,Steroid use: 10th graders,generator,GenerateIndicator;1441,synced
indicator_1442,,indicator,indicator,2,,,,Steroid use: high school seniors,generator,GenerateIndicator;1442,synced
indicator_1443,,indicator,indicator,2,,,,Inhalant use: teens,generator,GenerateIndicator;1443,synced
indicator_1444,,indicator,indicator,2,,,,Disapproval of heavy drinking: 8th graders,generator,GenerateIndicator;1444,synced
indicator_1445,,indicator,indicator,2,,,,Disapproval of heavy drinking: 10th graders,generator,GenerateIndicator;1445,synced
indicator_1446,,indicator,indicator,2,,,,Disapproval of heavy drinking: high school seniors,generator,GenerateIndicator;1446,synced
indicator_1447,,indicator,indicator,2,,,,Disapproval of trying marijuana: 8th graders,generator,GenerateIndicator;1447,synced
indicator_1448,,indicator,indicator,2,,,,Disapproval of trying marijuana: 10th graders,generator,GenerateIndicator;1448,synced
indicator_1449,,indicator,indicator,2,,,,Disapproval of trying marijuana: high school seniors,generator,GenerateIndicator;1449,synced
indicator_1450,,indicator,indicator,2,,,,"Risk perception, binge drinking: at risk teens",generator,GenerateIndicator;1450,synced
indicator_1451,,indicator,indicator,2,,,,"Risk perception, marijuana: at risk teens",generator,GenerateIndicator;1451,synced
indicator_1452,,indicator,indicator,2,,,,"Risk perception, cocaine: at risk teens",generator,GenerateIndicator;1452,synced
indicator_1453,,indicator,indicator,2,,,,Injection drug use admissions,generator,GenerateIndicator;1453,synced
indicator_1454,,indicator,indicator,2,,,,Illicit drug treatment receipt,generator,GenerateIndicator;1454,synced
indicator_1455,,indicator,indicator,2,,,,Alcohol and/or illicit drug treatment receipt,generator,GenerateIndicator;1455,synced
indicator_1456,,indicator,indicator,2,,,,Alcohol treatment receipt,generator,GenerateIndicator;1456,synced
indicator_1458,,indicator,indicator,2,,,,Excessive drinking: adults,generator,GenerateIndicator;1458,synced
indicator_1460,,indicator,indicator,2,,,,Alcohol Screening and Brief Intervention: primary care & trauma centers,generator,GenerateIndicator;1460,synced
indicator_1461,,indicator,indicator,2,,,,Prescription pain reliever abuse,generator,GenerateIndicator;1461,synced
indicator_1462,,indicator,indicator,2,,,,Prescription tranquilizers abuse,generator,GenerateIndicator;1462,synced
indicator_1463,,indicator,indicator,2,,,,Prescription stimulants abuse,generator,GenerateIndicator;1463,synced
indicator_1464,,indicator,indicator,2,,,,Prescription sedatives abuse,generator,GenerateIndicator;1464,synced
indicator_1465,,indicator,indicator,2,,,,Prescription psychotherapeutic drug abuse,generator,GenerateIndicator;1465,synced
indicator_1466,,indicator,indicator,2,,,,Alcohol-impaired driving deaths,generator,GenerateIndicator;1466,synced
indicator_1467,,indicator,indicator,2,,,,Alcohol-attributable deaths,generator,GenerateIndicator;1467,synced
indicator_1468,,indicator,indicator,2,,,,Mandatory ignition interlock laws: States,generator,GenerateIndicator;1468,synced
indicator_1469,,indicator,indicator,2,,,,Obstructive sleep apnea evaluation: adults,generator,GenerateIndicator;1469,synced
indicator_1470,,indicator,indicator,2,,,,Motor vehicle crashes involving drowsy driving,generator,GenerateIndicator;1470,synced
indicator_1471,,indicator,indicator,2,,,,Sufficient sleep: teens,generator,GenerateIndicator;1471,synced
indicator_1472,,indicator,indicator,2,,,,Sufficient sleep: adults,generator,GenerateIndicator;1472,synced
indicator_1473,,indicator,indicator,2,,,,Pelvic inflammatory disease,generator,GenerateIndicator;1473,synced
indicator_1474,,indicator,indicator,2,,,,"Syphilis, congenital",generator,GenerateIndicator;1474,synced
indicator_1475,,indicator,indicator,2,,,,Chlamydia: females 15-24 years attending family planning clinics,generator,GenerateIndicator;1475,synced
indicator_1476,,indicator,indicator,2,,,,Chlamydia: females <24 years in a national job training program,generator,GenerateIndicator;1476,synced
indicator_1477,,indicator,indicator,2,,,,Chlamydia: males <24 years in a national job training program,generator,GenerateIndicator;1477,synced
indicator_1478,,indicator,indicator,2,,,,Gonorrhea: females 15-44 years,generator,GenerateIndicator;1478,synced
indicator_1479,,indicator,indicator,2,,,,Gonorrhea: males 15-44 years,generator,GenerateIndicator;1479,synced
indicator_1480,,indicator,indicator,2,,,,"Syphilis, primary and secondary: females",generator,GenerateIndicator;1480,synced
indicator_1481,,indicator,indicator,2,,,,"Syphilis, primary and secondary: males",generator,GenerateIndicator;1481,synced
indicator_1482,,indicator,indicator,2,,,,Genital herpes simplex type 2: adults 20-29 years,generator,GenerateIndicator;1482,synced
indicator_1486,,indicator,indicator,2,,,,Chlamydia screening: females 16-20 years with Medicaid,generator,GenerateIndicator;1486,synced
